"stockcode","description","quantity","revenue","profit"
"21736","","5","0.0000","0.000000"
"21738","COSY SLIPPER SHOES SMALL  RED ","48","150.4800","37.620000"
"21738","","-3","0.0000","0.000000"
"21739","COSY SLIPPER SHOES SMALL GREEN","256","708.9800","177.245000"
"21741","COSY SLIPPER SHOES LARGE GREEN","147","480.1700","120.042500"
"21742","LARGE ROUND WICKER PLATTER ","195","1173.5300","293.382500"
"21743","STAR PORTABLE TABLE LIGHT ","291","864.0500","216.012500"
"21743","","-80","0.0000","0.000000"
"21744","check","-21","0.0000","0.000000"
"21744","SNOWFLAKE PORTABLE TABLE LIGHT ","531","1563.5500","390.887500"
"21745","GAOLERS KEYS DECORATIVE GARDEN ","934","3471.9800","867.995000"
"21746","SMALL RED RETROSPOT WINDMILL","3060","3748.1800","937.045000"
"21747","SMALL SKULL WINDMILL","473","630.6100","157.652500"
"21749","LARGE RED RETROSPOT WINDMILL","1955","3860.2900","965.072500"
"21750","LARGE SKULL WINDMILL","91","209.6100","52.402500"
"21754","HOME BUILDING BLOCK WORD","2760","16931.3200","4232.830000"
"21755","LOVE BUILDING BLOCK WORD","2030","12548.9100","3137.227500"
"21756","BATH BUILDING BLOCK WORD","821","5077.6600","1269.415000"
"21757","LIGHTHOUSE PRINTED METAL SIGN","6","29.7000","7.425000"
"21758","VINTAGE SHELLS PRINT","50","427.4600","106.865000"
"21758","","-9","0.0000","0.000000"
"21761","damaged","-2","0.0000","0.000000"
"21761","WOOD AND GLASS MEDICINE CABINET","10","299.5000","74.875000"
"21763","VINTAGE WOODEN BAR STOOL","6","169.7500","42.437500"
"21763","","-6","0.0000","0.000000"
"21765","","-2","0.0000","0.000000"
"21769","showroom","-5","0.0000","0.000000"
"21769","VINTAGE POST OFFICE CABINET","11","607.6500","151.912500"
"21770","OPEN CLOSED METAL SIGN","1635","7909.0800","1977.270000"
"21773","DECORATIVE ROSE BATHROOM BOTTLE","1170","1154.1700","288.542500"
"21774","DECORATIVE CATS BATHROOM BOTTLE","1094","1151.1500","287.787500"
"21775","DECORATIVE FLORE BATHROOM BOTTLE","512","713.1100","178.277500"
"21777","RECIPE BOX WITH METAL HEART","7","55.6500","13.912500"
"21777","","-5","0.0000","0.000000"
"21781","damages?","-39","0.0000","0.000000"
"21781","MA CAMPAGNE CUTLERY BOX","148","2393.6000","598.400000"
"21781","","-2","0.0000","0.000000"
"21784","SHOE SHINE BOX ","55","613.1700","153.292500"
"21784","","-4","0.0000","0.000000"
"21785","RAIN PONCHO ","412","269.6100","67.402500"
"21785","","-147","0.0000","0.000000"
"21786","check","-209","0.0000","0.000000"
"21786","POLKADOT RAIN HAT ","2062","909.0100","227.252500"
"21787","RAIN PONCHO RETROSPOT","8350","6743.6500","1685.912500"
"21788","KIDS RAIN MAC BLUE","1275","1014.1400","253.535000"
"21789","KIDS RAIN MAC PINK","908","789.2000","197.300000"
"21790","VINTAGE SNAP CARDS","14443","12443.7100","3110.927500"
"21791","VINTAGE HEADS AND TAILS CARD GAME ","7854","10490.6500","2622.662500"
"21792","CLASSIC FRENCH STYLE BASKET GREEN ","335","1439.7700","359.942500"
"21792","","-8","0.0000","0.000000"
"21793","check","-40","0.0000","0.000000"
"21793","CLASSIC FRENCH STYLE BASKET BROWN","304","1296.6100","324.152500"
"21794","adjustment","10","0.0000","0.000000"
"21794","CLASSIC FRENCH STYLE BASKET NATURAL","519","2201.5700","550.392500"
"21801","CHRISTMAS TREE DECORATION WITH BELL","1215","515.1400","128.785000"
"21801","","-33","0.0000","0.000000"
"21802","CHRISTMAS TREE HEART DECORATION","2124","919.9800","229.995000"
"21803","check","-38","0.0000","0.000000"
"21803","CHRISTMAS TREE STAR DECORATION","2390","1031.5600","257.890000"
"21803","","20","0.0000","0.000000"
"21804","check","80","0.0000","0.000000"
"21804","dotcom","4","0.0000","0.000000"
"21804","WHITE CHRISTMAS GARLAND STARS TREES","225","830.0300","207.507500"
"21804","","-74","0.0000","0.000000"
"21805","","-1","0.0000","0.000000"
"21806","","-3","0.0000","0.000000"
"21807","WHITE CHRISTMAS STAR DECORATION","439","189.4200","47.355000"
"21807","","-65","0.0000","0.000000"
"21808","CHRISTMAS GARLAND STARS,TREES","181","641.5800","160.395000"
"21808","","5","0.0000","0.000000"
"21809","CHRISTMAS HANGING TREE WITH BELL","1966","1119.5600","279.890000"
"21809","","-68","0.0000","0.000000"
"21810","check","-135","0.0000","0.000000"
"21810","CHRISTMAS HANGING STAR WITH BELL","5886","2949.0400","737.260000"
"21811","check","-214","0.0000","0.000000"
"21811","CHRISTMAS HANGING HEART WITH BELL","234","311.3500","77.837500"
"21811","HANGING HEART WITH BELL","4572","2357.3300","589.332500"
"21811","","1","0.0000","0.000000"
"21812","GARLAND WITH HEARTS AND BELLS","380","1681.9200","420.480000"
"21813","GARLAND WITH STARS AND BELLS","542","2245.8200","561.455000"
"21814","HEART T-LIGHT HOLDER ","78","117.5700","29.392500"
"21814","","-30","0.0000","0.000000"
"21815","?","-300","0.0000","0.000000"
"21815","STAR  T-LIGHT HOLDER ","159","271.6800","67.920000"
"21816","CHRISTMAS TREE T-LIGHT HOLDER","34","49.3000","12.325000"
"21817","check","-8","0.0000","0.000000"
"21817","GLITTER CHRISTMAS TREE","912","414.6300","103.657500"
"21817","","-80","0.0000","0.000000"
"21818","check","-130","0.0000","0.000000"
"21818","GLITTER CHRISTMAS HEART ","270","233.5200","58.380000"
"21818","GLITTER HEART DECORATION","2470","1088.9800","272.245000"
"21819","check","-14","0.0000","0.000000"
"21819","GLITTER CHRISTMAS STAR ","2473","1067.8200","266.955000"
"21820","GLITTER HEART GARLAND WITH BELLS ","302","1267.2200","316.805000"
"21820","","-210","0.0000","0.000000"
"21821","GLITTER STAR GARLAND WITH BELLS ","239","992.0500","248.012500"
"21822","GLITTER CHRISTMAS TREE WITH BELLS","737","754.7500","188.687500"
"21823","amazon adjust","10","0.0000","0.000000"
"21823","check","-94","0.0000","0.000000"
"21823","damaged","-6","0.0000","0.000000"
"21823","PAINTED METAL HEART WITH HOLLY BELL","1373","854.7400","213.685000"
"21824","check","-103","0.0000","0.000000"
"21824","PAINTED METAL STAR WITH HOLLY BELLS","1893","1068.0100","267.002500"
"21825","","-14","0.0000","0.000000"
"21826","EIGHT PIECE DINOSAUR SET","122","181.4300","45.357500"
"21826","","2","0.0000","0.000000"
"21827","EIGHT PIECE CREEPY CRAWLIE SET","6","7.5000","1.875000"
"21827","","-42","0.0000","0.000000"
"21828","EIGHT PIECE SNAKE  SET","333","439.5400","109.885000"
"21829","?missing","-1897","0.0000","0.000000"
"21829","adjustment","12","0.0000","0.000000"
"21829","DINOSAUR KEYRINGS ASSORTED","6765","1460.7400","365.185000"
"21829","sold as 1","-432","0.0000","0.000000"
"21830","?","-443","0.0000","0.000000"
"21830","ASSORTED CREEPY CRAWLIES","2621","1107.0700","276.767500"
"21830","damaged","192","0.0000","0.000000"
"21830","MERCHANT CHANDLER CREDIT ERROR, STO","-576","0.0000","0.000000"
"21830","OOPS ! adjustment","-384","0.0000","0.000000"
"21830","sold as 1","-252","0.0000","0.000000"
"21830","","54","0.0000","0.000000"
"21832","CHOCOLATE CALCULATOR","935","1758.7500","439.687500"
"21833","CAMOUFLAGE LED TORCH","2696","4543.7300","1135.932500"
"21833","damages","-110","0.0000","0.000000"
"21836","GINGHAM OVEN GLOVE RED HEART ","5","26.4900","6.622500"
"21836","","-16","0.0000","0.000000"
"21839","MUMMY MOUSE RED GINGHAM RIBBON","1","5.4500","1.362500"
"21839","","-36","0.0000","0.000000"
"21841","BABY MOUSE RED GINGHAM DRESS","74","314.5000","78.625000"
"21841","","80","0.0000","0.000000"
"21843","RED RETROSPOT CAKE STAND","1691","18884.7500","4721.187500"
"21843","smashed","-63","0.0000","0.000000"
"21844","RED RETROSPOT MUG","1828","5112.0400","1278.010000"
"21845","DAIRY MAID STRIPE MUG","1855","1645.4500","411.362500"
"21846","PINK DIAMANTE PEN IN GIFT BOX","412","1147.5700","286.892500"
"21847","GREEN  DIAMANTE PEN IN GIFT BOX","76","178.8900","44.722500"
"21849","SILVER DIAMANTE PEN IN GIFT BOX","175","558.8300","139.707500"
"21850","BLUE  DIAMANTE PEN IN GIFT BOX","94","340.0800","85.020000"
"21851","LILAC DIAMANTE PEN IN GIFT BOX","141","454.9900","113.747500"
"21854","","-2","0.0000","0.000000"
"21858","","-12","0.0000","0.000000"
"21864","UNION JACK FLAG PASSPORT COVER ","809","2001.7900","500.447500"
"21865","PINK UNION JACK  PASSPORT COVER ","274","625.2300","156.307500"
"21865","","-40","0.0000","0.000000"
"21866","UNION JACK FLAG LUGGAGE TAG","750","1296.1300","324.032500"
"21867","PINK UNION JACK  LUGGAGE TAG","353","486.5000","121.625000"
"21868","Amazon","1","0.0000","0.000000"
"21868","check","-28","0.0000","0.000000"
"21868","POTTING SHED TEA MUG","2394","3162.8400","790.710000"
"21868","","51","0.0000","0.000000"
"21870","I CAN ONLY PLEASE ONE PERSON MUG","1389","1828.9600","457.240000"
"21870","","-26","0.0000","0.000000"
"21871","SAVE THE PLANET MUG","4769","5940.2700","1485.067500"
"21872","GLAMOROUS  MUG","1280","1442.2600","360.565000"
"21873","IF YOU CAN'T STAND THE HEAT MUG","1530","1737.9800","434.495000"
"21874","GIN AND TONIC MUG","2959","4122.2200","1030.555000"
"21875","KINGS CHOICE MUG","2027","2394.3800","598.595000"
"21876","POTTERING MUG","3754","4775.6100","1193.902500"
"21877","HOME SWEET HOME MUG","4366","5808.0100","1452.002500"
"21878","PACK OF 6 SANDCASTLE FLAGS ASSORTED","2511","2162.0000","540.500000"
"21879","HEARTS GIFT TAPE","1178","386.7700","96.692500"
"21880","RED RETROSPOT TAPE","1891","850.9800","212.745000"
"21881","CUTE CATS TAPE","1102","383.1100","95.777500"
"21882","SKULLS TAPE","706","252.4700","63.117500"
"21883","STARS GIFT TAPE ","1652","725.2300","181.307500"
"21884","CAKES AND BOWS GIFT  TAPE","1166","413.7600","103.440000"
"21888","Amazon","1","0.0000","0.000000"
"21888","BINGO SET","1678","6610.7900","1652.697500"
"21888","check","-57","0.0000","0.000000"
"21889","WOODEN BOX OF DOMINOES","6377","8829.7900","2207.447500"
"21890","missing","-140","0.0000","0.000000"
"21890","S/6 WOODEN SKITTLES IN COTTON BAG","1146","3671.0600","917.765000"
"21891","TRADITIONAL WOODEN SKIPPING ROPE","8100","10466.6800","2616.670000"
"21891","","-21","0.0000","0.000000"
"21892","TRADITIONAL WOODEN CATCH CUP GAME ","3183","4305.9100","1076.477500"
"21894","POTTING SHED SEED ENVELOPES","597","908.3300","227.082500"
"21894","","-40","0.0000","0.000000"
"21895","POTTING SHED SOW 'N' GROW SET","2","12.7200","3.180000"
"21895","","-5","0.0000","0.000000"
"21896","POTTING SHED TWINE","978","2269.3400","567.335000"
"21896","","-38","0.0000","0.000000"
"21897","POTTING SHED CANDLE CITRONELLA","405","1268.1900","317.047500"
"21897","","38","0.0000","0.000000"
"21898","POTTING SHED ROSE CANDLE","493","1541.1100","385.277500"
"21898","","-17","0.0000","0.000000"
"21899","GARAGE KEY FOB","781","567.7600","141.940000"
"21899","KEY FOB , GARAGE DESIGN","1862","1165.5100","291.377500"
"21900","KEY FOB , SHED","3230","2197.8200","549.455000"
"21901","KEY FOB , BACK DOOR ","1824","1274.6400","318.660000"
"21902","KEY FOB , FRONT  DOOR ","1966","1264.9700","316.242500"
"21903","MAN FLU METAL SIGN","1149","2467.0300","616.757500"
"21904","HOUSE WRECKING METAL SIGN ","51","107.1000","26.775000"
"21904","","3","0.0000","0.000000"
"21905","MORE BUTTER METAL SIGN ","761","823.7100","205.927500"
"21906","PHARMACIE FIRST AID TIN","564","4356.0600","1089.015000"
"21907","I'M ON HOLIDAY METAL SIGN","2360","5004.0800","1251.020000"
"21907","","-77","0.0000","0.000000"
"21908","CHOCOLATE THIS WAY METAL SIGN","3747","7701.8200","1925.455000"
"21910","WAY OUT METAL SIGN ","36","59.4000","14.850000"
"21910","","-1","0.0000","0.000000"
"21911","GARDEN METAL SIGN ","102","183.4100","45.852500"
"21911","","-25","0.0000","0.000000"
"21912","VINTAGE SNAKES & LADDERS","1792","7062.7000","1765.675000"
"21913","VINTAGE SEASIDE JIGSAW PUZZLES","395","1554.5800","388.645000"
"21914","BLUE HARMONICA IN BOX ","7843","10298.5600","2574.640000"
"21915","John Lewis","200","0.0000","0.000000"
"21915","RED  HARMONICA IN BOX ","21866","26247.8300","6561.957500"
"21916","SET 12 RETRO WHITE CHALK STICKS","4576","1963.8300","490.957500"
"21917","SET 12 KIDS  WHITE CHALK STICKS","4143","1698.5700","424.642500"
"21918","SET 12 KIDS COLOUR  CHALK STICKS","7184","2943.9500","735.987500"
"21918","","-333","0.0000","0.000000"
"21922","UNION STRIPE WITH FRINGE  HAMMOCK","900","6952.3100","1738.077500"
"21923","","-5","0.0000","0.000000"
"21925","UNION STRIPE CUSHION COVER ","397","496.2500","124.062500"
"21926","RED/CREAM STRIPE CUSHION COVER ","400","492.4000","123.100000"
"21927","BLUE/CREAM STRIPE CUSHION COVER ","584","722.4000","180.600000"
"21927","","8","0.0000","0.000000"
"21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY","8149","16766.3500","4191.587500"
"21928","JUMBO BAG SCANDINAVIAN PAISLEY","2056","3903.6700","975.917500"
"21929","JUMBO BAG PINK VINTAGE PAISLEY","10785","22794.0700","5698.517500"
"21930","JUMBO STORAGE BAG SKULLS","6447","14024.9200","3506.230000"
"21931","JUMBO STORAGE BAG SUKI","13320","30167.7900","7541.947500"
"21932","SCANDINAVIAN PAISLEY PICNIC BAG","2691","4946.6300","1236.657500"
"21933","PINK VINTAGE PAISLEY PICNIC BAG","2663","4929.5800","1232.395000"
"21934","SKULL SHOULDER BAG","2411","4463.7800","1115.945000"
"21935","SUKI  SHOULDER BAG","3392","6296.9600","1574.240000"
"21936","RED RETROSPOT PICNIC BAG","3931","11513.9900","2878.497500"
"21937","?","-161","0.0000","0.000000"
"21937","found","50","0.0000","0.000000"
"21937","STRAWBERRY   PICNIC BAG","1692","4854.6000","1213.650000"
"21937","","12","0.0000","0.000000"
"21942","SKULLS DESIGN FLANNEL","275","302.8100","75.702500"
"21943","CAKES AND RABBITS DESIGN FLANNEL ","119","134.4900","33.622500"
"21944","KITTENS DESIGN FLANNEL","337","310.1900","77.547500"
"21945","STRAWBERRIES  DESIGN FLANNEL ","358","373.3400","93.335000"
"21946","PARTY TIME DESIGN FLANNEL","86","75.3500","18.837500"
"21947","SET OF 6 HEART CHOPSTICKS","813","1142.1500","285.537500"
"21948","SET OF 6 CAKE CHOPSTICKS","641","979.4800","244.870000"
"21949","SET OF 6 STRAWBERRY CHOPSTICKS","801","1054.4400","263.610000"
"21955","DOORMAT UNION JACK GUNS AND ROSES","1230","7597.0200","1899.255000"
"21967","PACK OF 12 SKULL TISSUES","5275","1583.4100","395.852500"
"21972","SET OF 36 DINOSAUR PAPER DOILIES","333","496.1800","124.045000"
"21973","SET OF 36 MUSHROOM PAPER DOILIES","158","229.1000","57.275000"
"21973","","140","0.0000","0.000000"
"21974","SET OF 36 PAISLEY FLOWER DOILIES","2158","3457.1500","864.287500"
"21974","","-45","0.0000","0.000000"
"21975","PACK OF 60 DINOSAUR CAKE CASES","12269","6081.8500","1520.462500"
"21976","PACK OF 60 MUSHROOM CAKE CASES","5201","2871.0000","717.750000"
"21977","PACK OF 60 PINK PAISLEY CAKE CASES","24753","12189.4700","3047.367500"
"21980","PACK OF 12 RED RETROSPOT TISSUES ","6555","2083.4800","520.870000"
"21981","PACK OF 12 WOODLAND TISSUES ","5475","1652.6300","413.157500"
"21982","PACK OF 12 SUKI TISSUES ","7611","2303.7500","575.937500"
"21983","PACK OF 12 BLUE PAISLEY TISSUES ","2277","770.7100","192.677500"
"21984","PACK OF 12 PINK PAISLEY TISSUES ","3413","1099.5500","274.887500"
"21985","PACK OF 12 HEARTS DESIGN TISSUES ","8803","2737.6300","684.407500"
"21986","PACK OF 12 PINK POLKADOT TISSUES","4067","1197.7300","299.432500"
"21987","PACK OF 6 SKULL PAPER CUPS","2100","1338.2000","334.550000"
"21988","PACK OF 6 SKULL PAPER PLATES","2321","1862.7500","465.687500"
"21989","PACK OF 20 SKULL PAPER NAPKINS","2412","2235.6500","558.912500"
"21990","MODERN FLORAL STATIONERY SET","1667","2865.4500","716.362500"
"21991","BOHEMIAN COLLAGE STATIONERY SET","623","1065.8200","266.455000"
"21992","check","13","0.0000","0.000000"
"21992","VINTAGE PAISLEY STATIONERY SET","1913","3529.1200","882.280000"
"21993","FLORAL FOLK STATIONERY SET","1931","3348.3400","837.085000"
"22016","Dotcomgiftshop Gift Voucher £100.00","1","83.3300","20.832500"
"22021","BLUE FELT EASTER EGG BASKET","365","610.4500","152.612500"
"22021","","-20","0.0000","0.000000"
"22023","EMPIRE BIRTHDAY CARD","1206","538.7200","134.680000"
"22024","RAINY LADIES BIRTHDAY CARD","2418","1028.7700","257.192500"
"22024","","-50","0.0000","0.000000"
"22025","check","-30","0.0000","0.000000"
"22025","RING OF ROSES BIRTHDAY CARD","1835","761.0500","190.262500"
"22026","BANQUET BIRTHDAY  CARD  ","1644","712.0800","178.020000"
"22027","TEA PARTY BIRTHDAY CARD","4224","1821.8700","455.467500"
"22028","PENNY FARTHING BIRTHDAY CARD","3042","1304.1400","326.035000"
"22028","","-50","0.0000","0.000000"
"22029","SPACEBOY BIRTHDAY CARD","8173","3392.6100","848.152500"
"22030","??","-635","0.0000","0.000000"
"22030","SWALLOWS GREETING CARD","5551","2247.9700","561.992500"
"22031","BOTANICAL LAVENDER BIRTHDAY CARD","492","220.5500","55.137500"
"22032","BOTANICAL LILY GREETING CARD","427","181.9800","45.495000"
"22033","BOTANICAL ROSE GREETING CARD","337","141.9500","35.487500"
"22033","","-50","0.0000","0.000000"
"22034","ROBIN CHRISTMAS CARD","-2","-0.0200","-0.005000"
"22034","","-234","0.0000","0.000000"
"22035","taig adjust","37","0.0000","0.000000"
"22035","VINTAGE CARAVAN GREETING CARD ","1464","622.3600","155.590000"
"22035","","-141","0.0000","0.000000"
"22036","","-45","0.0000","0.000000"
"22037","ROBOT BIRTHDAY CARD","3977","1715.4800","428.870000"
"22038","BOTANICAL LAVENDER GIFT WRAP ","475","199.5000","49.875000"
"22039","BOTANICAL LILY GIFT WRAP","225","94.5000","23.625000"
"22040","BOTANICAL ROSE GIFT WRAP","725","304.5000","76.125000"
"22041","RECORD FRAME 7 SINGLE SIZE ","4336","11260.8100","2815.202500"
"22042","CHRISTMAS CARD SINGING ANGEL","399","168.3300","42.082500"
"22042","","-197","0.0000","0.000000"
"22043","check","-40","0.0000","0.000000"
"22043","CHRISTMAS CARD SCREEN PRINT ","1238","304.5000","76.125000"
"22043","dotcom","-9","0.0000","0.000000"
"22044","CHRISTMAS CARD STACK OF PRESENTS","816","196.4400","49.110000"
"22044","","-240","0.0000","0.000000"
"22045","SPACEBOY GIFT WRAP","6477","2652.3400","663.085000"
"22046","TEA PARTY  WRAPPING PAPER ","2216","914.7200","228.680000"
"22047","EMPIRE GIFT WRAP","3400","1384.0000","346.000000"
"22048","BIRTHDAY BANQUET GIFT WRAP","950","383.0000","95.750000"
"22049","damaged","-100","0.0000","0.000000"
"22049","WRAP CHRISTMAS SCREEN PRINT","1050","285.7500","71.437500"
"22050","PINK PAISLEY ROSE GIFT WRAP","1200","488.0000","122.000000"
"22050","","-75","0.0000","0.000000"
"22051","?","-300","0.0000","0.000000"
"22051","BLUE SCANDINAVIAN PAISLEY WRAP","1000","420.0000","105.000000"
"22052","VINTAGE CARAVAN GIFT WRAP","600","252.0000","63.000000"
"22052","","-100","0.0000","0.000000"
"22053","EMPIRE DESIGN ROSETTE","4243","3605.1700","901.292500"
"22055","MINI CAKE STAND  HANGING STRAWBERY","1359","2048.7400","512.185000"
"22057","CERAMIC PLATE STRAWBERRY DESIGN","536","596.4000","149.100000"
"22059","CERAMIC STRAWBERRY DESIGN MUG","1766","2058.4800","514.620000"
"22060","damaged","-1","0.0000","0.000000"
"22060","LARGE CAKE STAND HANGING HEARTS","217","1031.7500","257.937500"
"22060","","-16","0.0000","0.000000"
"22061","LARGE CAKE STAND  HANGING STRAWBERY","567","4078.9600","1019.740000"
"22062","CERAMIC BOWL WITH LOVE HEART DESIGN","618","677.0300","169.257500"
"22062","","37","0.0000","0.000000"
"22063","CERAMIC BOWL WITH STRAWBERRY DESIGN","584","1370.4000","342.600000"
"22064","PINK DOUGHNUT TRINKET POT ","1699","2498.6000","624.650000"
"22065","CHRISTMAS PUDDING TRINKET POT ","6741","3448.8100","862.202500"
"22066","LOVE HEART TRINKET POT","2250","1049.1000","262.275000"
"22067","CHOC TRUFFLE GOLD TRINKET POT ","406","636.1200","159.030000"
"22068","BLACK PIRATE TREASURE CHEST","518","841.9300","210.482500"
"22069","BROWN  PIRATE TREASURE CHEST ","416","996.8000","249.200000"
"22070","SMALL RED RETROSPOT MUG IN BOX ","653","2021.6100","505.402500"
"22071","SMALL WHITE RETROSPOT MUG IN BOX ","444","1207.5500","301.887500"
"22072","RED RETROSPOT TEA CUP AND SAUCER ","836","2759.9200","689.980000"
"22073","RED RETROSPOT STORAGE JAR","324","1298.6400","324.660000"
"22073","","-56","0.0000","0.000000"
"22074","6 RIBBONS SHIMMERING PINKS ","1391","1221.5200","305.380000"
"22075","6 RIBBONS ELEGANT CHRISTMAS ","1788","2483.5400","620.885000"
"22076","6 RIBBONS EMPIRE  ","1260","1669.5300","417.382500"
"22077","6 RIBBONS RUSTIC CHARM","9149","17149.2700","4287.317500"
"22078","RIBBON REEL LACE DESIGN ","1381","2948.4100","737.102500"
"22078","","-197","0.0000","0.000000"
"22079","RIBBON REEL HEARTS DESIGN ","1881","3298.8900","824.722500"
"22080","RIBBON REEL POLKADOTS ","1211","2011.7300","502.932500"
"22080","","-277","0.0000","0.000000"
"22081","RIBBON REEL FLORA + FAUNA ","644","1176.5000","294.125000"
"22082","RIBBON REEL STRIPES DESIGN ","2693","4683.3300","1170.832500"
"22083","PAPER CHAIN KIT RETROSPOT","4602","13994.3400","3498.585000"
"22084","PAPER CHAIN KIT EMPIRE","5148","15002.0200","3750.505000"
"22084","","-129","0.0000","0.000000"
"22085","PAPER CHAIN KIT SKULLS ","548","1566.9900","391.747500"
"22086","PAPER CHAIN KIT 50'S CHRISTMAS ","18902","63791.9400","15947.985000"
"22087","Amazon","6","0.0000","0.000000"
"22087","PAPER BUNTING WHITE LACE","4013","11669.4300","2917.357500"
"22087","","-47","0.0000","0.000000"
"22088","PAPER BUNTING COLOURED LACE","1837","5511.8500","1377.962500"
"22088","","-38","0.0000","0.000000"
"22089","PAPER BUNTING VINTAGE PAISLEY","1448","4460.3800","1115.095000"
"22090","PAPER BUNTING RETROSPOT","7516","22594.5600","5648.640000"
"22091","EMPIRE TISSUE BOX","1984","1024.4700","256.117500"
"22092","BLUE PAISLEY TISSUE BOX","672","322.1800","80.545000"
"22093","MOTORING TISSUE BOX","1823","809.0800","202.270000"
"22094","RED RETROSPOT TISSUE BOX","2107","1098.2300","274.557500"
"22095","LADS ONLY TISSUE BOX","1641","1599.3500","399.837500"
"22096","PINK PAISLEY SQUARE TISSUE BOX ","1367","584.4800","146.120000"
"22097","SWALLOW SQUARE TISSUE BOX","1600","735.6700","183.917500"
"22098","BOUDOIR SQUARE TISSUE BOX","1919","973.0800","243.270000"
"22099","CARAVAN SQUARE TISSUE BOX","1437","793.4000","198.350000"
"22100","SKULLS SQUARE TISSUE BOX","757","356.4600","89.115000"
"22101","MIRROR MOSAIC VOTIVE HOLDER","1114","1926.8100","481.702500"
"22102","MIRROR MOSAIC T-LIGHT HOLDER ","902","551.0400","137.760000"
"22103","MIRROR MOSAIC T-LIGHT HOLDER ROUND","778","726.3800","181.595000"
"22104","MIRROR MOSAIC CANDLE PLATE","288","343.7100","85.927500"
"22105","MIRROR MOSAIC GOBLET CANDLE HOLDER","334","619.8200","154.955000"
"22106","MIRROR MOSAIC HURRICANE LAMP ","228","741.6300","185.407500"
"22107","PIZZA PLATE IN BOX","573","2081.8100","520.452500"
"22108","PING! MICROWAVE PLATE","152","415.0900","103.772500"
"22109","FULL ENGLISH BREAKFAST PLATE","1610","6814.2600","1703.565000"
"22110","BIRD HOUSE HOT WATER BOTTLE","1171","4909.5900","1227.397500"
"22111","SCOTTIE DOG HOT WATER BOTTLE","4537","23965.3900","5991.347500"
"22112","CHOCOLATE HOT WATER BOTTLE","5898","32317.3000","8079.325000"
"22113","GREY HEART HOT WATER BOTTLE","3204","12701.0800","3175.270000"
"22114","HOT WATER BOTTLE TEA AND SYMPATHY","5666","32692.4900","8173.122500"
"22114","","-75","0.0000","0.000000"
"22115","METAL SIGN EMPIRE TEA","1549","2020.9100","505.227500"
"22116","METAL SIGN HIS DINNER IS SERVED","563","610.2200","152.555000"
"22117","check","184","0.0000","0.000000"
"22117","METAL SIGN HER DINNER IS SERVED ","1320","3896.4500","974.112500"
"22118","JOY WOODEN BLOCK LETTERS","232","901.4600","225.365000"
"22119","PEACE WOODEN BLOCK LETTERS","350","1759.6200","439.905000"
"22120","WELCOME  WOODEN BLOCK LETTERS","514","5157.5400","1289.385000"
"22121","?","-90","0.0000","0.000000"
"22121","check","-10","0.0000","0.000000"
"22121","had been put aside","32","0.0000","0.000000"
"22121","NOEL WOODEN BLOCK LETTERS ","352","2159.7000","539.925000"
"22121","","21","0.0000","0.000000"
"22123","PING MICROWAVE APRON","509","1069.1700","267.292500"
"22124","SET OF 2 TEA TOWELS PING MICROWAVE","150","309.1100","77.277500"
"22125","UNION JACK HOT WATER BOTTLE ","13","139.8600","34.965000"
"22125","","1","0.0000","0.000000"
"22127","Dotcom sold in 6's","-60","0.0000","0.000000"
"22127","PARTY CONES CARNIVAL ASSORTED","404","504.8800","126.220000"
"22127","sold in set?","-690","0.0000","0.000000"
"22128","PARTY CONES CANDY ASSORTED","1706","2057.5300","514.382500"
"22128","sold as set on dotcom","-24","0.0000","0.000000"
"22129","PARTY CONES CANDY DECORATION","454","621.9600","155.490000"
"22129","PARTY CONES CANDY TREE DECORATION","740","609.5600","152.390000"
"22130","PARTY CONE CHRISTMAS DECORATION ","2132","2560.1000","640.025000"
"22130","sold as set on dotcom","-390","0.0000","0.000000"
"22131","FOOD CONTAINER SET 3 LOVE HEART ","2038","3950.2400","987.560000"
"22132","RED LOVE HEART SHAPE CUP","1026","928.8300","232.207500"
"22133","PINK LOVE HEART SHAPE CUP","816","770.7300","192.682500"
"22134","LADLE LOVE HEART RED ","24","17.8200","4.455000"
"22134","MINI LADLE LOVE HEART RED ","866","401.6000","100.400000"
"22135","LADLE LOVE HEART PINK","39","24.9800","6.245000"
"22135","MINI LADLE LOVE HEART PINK","529","297.8200","74.455000"
"22136","LOVE HEART SOCK HANGER","378","679.4800","169.870000"
"22136","","-23","0.0000","0.000000"
"22137","BATHROOM SET LOVE HEART DESIGN","82","237.9800","59.495000"
"22138","BAKING SET 9 PIECE RETROSPOT ","4880","23928.6200","5982.155000"
"22139","amazon","15","0.0000","0.000000"
"22139","RETROSPOT TEA SET CERAMIC 11 PC ","4485","22717.5100","5679.377500"
"22139","","59","0.0000","0.000000"
"22141","CHRISTMAS CRAFT TREE TOP ANGEL","2780","6440.6900","1610.172500"
"22142","check","-56","0.0000","0.000000"
"22142","CHRISTMAS CRAFT WHITE FAIRY ","3239","4934.5900","1233.647500"
"22143","","-1","0.0000","0.000000"
"22144","CHRISTMAS CRAFT LITTLE FRIENDS","4038","9588.7800","2397.195000"
"22145","CHRISTMAS CRAFT HEART STOCKING ","30","63.0000","15.750000"
"22145","","31","0.0000","0.000000"
